name,author,price,original price,pages,publisher,publish type,publish date,available numbers,detail_url,Category
"['The Whole Smiths Good Food Cookbook: Whole30 Endorsed, Delicious Real Food Recipes to Cook All Year Long']","
Smith,Michelle",48.36,56.97,288,['HOUGHTON MIFFLIN              '],Hardcover,05/06/2018,21,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781328915092,Cooking
"[""Delish: Eat Like Every Day's the Weekend""]","
EditorsofDelish",50.88,59.93,416,['HOUGHTON MIFFLIN              '],Hardcover,16/10/2018,42,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781328498861,Cooking
"[""Carla Hall's Soul Food: Everyday and Celebration""]","
Hall,Carla",48.35,56.95,336,['HARPER WAVE                   '],Hardcover,23/10/2018,90,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780062669834,Cooking
['Great British Bake Off: Big Book of Baking'],"
Collister,Linda",70.85,83.46,320,['BBC BOOKS                     '],Hardcover,23/09/2014,61,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781849904834,Cooking
['Tequila Mockingbird: Cocktails with a Literary Twist'],"
Federle,Tim",20.9,25.52,160,['RUNNING PR BOOK PUBL          '],Hardcover,23/04/2013,116,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780762448654,Cooking
['Ottolenghi Simple: A Cookbook'],"
Ottolenghi,Yotam",59.63,70.24,320,['TEN SPEED PR                  '],Hardcover,16/10/2018,82,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781607749165,Cooking
['The Kitchen Shortcut Bible: More Than 200 Recipes to Make Real Food Real Fast'],"
Weinstein,Bruce",47.9,56.43,352,['LITTLE BROWN & CO INC         '],Hardcover,19/06/2018,20,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780316509718,Cooking
['Taste of Home Instant Pot Cookbook: Savor 175 Must-Have Recipes Made Easy in the Instant Pot'],"
TasteofHome",24.52,29.94,256,['READERS DIGEST CHILDRENS      '],Paperback,11/09/2018,22,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781617657665,Cooking
"['The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!']","
Drummond,Ree",52.24,61.54,400,['WILLIAM MORROW & CO           '],Hardcover,20/10/2015,56,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780062225245,Cooking
['Cook Like a Pro: Recipes and Tips for Home Cooks'],"
Garten,Ina",54.59,64.3,272,['POTTER CLARKSON N             '],Hardcover,23/10/2018,435,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780804187046,Cooking
['The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals'],"
Randolph,Laurel",22.43,27.39,176,['ROCKRIDGE PR                  '],Paperback,06/04/2016,100,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781623156121,Cooking
['Cravings: Hungry for More'],"
Teigen,Chrissy",48.35,56.95,256,['POTTER CLARKSON N             '],Hardcover,18/09/2018,281,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781524759728,Cooking
['Cooking for Jeffrey: A Barefoot Contessa Cookbook'],"
Garten,Ina",53.9,63.49,256,['POTTER CLARKSON N             '],Hardcover,25/10/2016,30,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780307464897,Cooking
['The Cookie Book: Decadent Bites for Every Occasion'],"
Firth,Rebecca",31.85,38.9,192,['PAGE STREET PUB               '],Paperback,18/09/2018,24,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781624146374,Cooking
"['My Bread: The Revolutionary No-Work, No-Knead Method']","
Lahey,Jim",54.02,63.63,222,['W W NORTON & CO INC           '],Hardcover,01/10/2009,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780393066302,Cooking
['Great British Bake Off - Perfect Cakes & Bakes to Make at Home: Official Tie-In to the 2016 Series'],"
Collister,Linda",49.51,58.32,320,['HODDER & STROUGHTON           '],Hardcover,13/12/2016,86,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781473615441,Cooking
['Everyday Dorie: The Way I Cook'],"
Greenspan,Dorie",57.57,67.81,368,['RUX MARTIN                    '],Hardcover,23/10/2018,25,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780544826984,Cooking
['How to Boil Water: Life Beyond Takeout'],"
FoodNetworkKitchens",45.75,53.89,254,['HOUGHTON MIFFLIN              '],Hardcover,01/08/2006,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780696226861,Cooking
['Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck'],"
ThugKitchen",39.41,48.12,212,['RODALE PR                     '],Hardcover,07/10/2014,22,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781623363581,Cooking
"[""Anthony Bourdain's Les Halles Cookbook: Strategies, Recipes, and Techniques of Classic Bistro Cooking""]","
Bourdain,Anthony",61.51,72.45,304,['BLOOMSBURY                    '],Hardcover,19/10/2004,14,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781582341804,Cooking
"[""Paul Hollywood's Bread""]","
Hollywood,Paul",60.94,71.78,288,['HOUGHTON MIFFLIN              '],Hardcover,05/06/2018,21,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781408840696,Cooking
['Matty Matheson: A Cookbook'],"
Matheson,Matty",57.57,67.81,416,['HOUGHTON MIFFLIN              '],Hardcover,16/10/2018,42,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781419732454,Cooking
['Flour Water Salt Yeast: The Fundamentals of Artisan Bread and Pizza'],"
Forkish,Ken",63.57,74.88,336,['HARPER WAVE                   '],Hardcover,23/10/2018,90,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781607742739,Cooking
['World of Warcraft: The Official Cookbook'],"
Monroe-Cassel,Chelsea",64.09,75.5,320,['BBC BOOKS                     '],Hardcover,23/09/2014,61,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781608878048,Cooking
['Forks Over Knives--The Cookbook: Over 300 Recipes for Plant-Based Eating All Through the Year'],"
Sroufe,Del",31.17,38.06,160,['RUNNING PR BOOK PUBL          '],Paperback,23/04/2013,116,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781615190614,Cooking
['I Heart Kosher: Beautiful Recipes from My Kitchen'],"
Kushner,Kim",60.67,71.47,320,['TEN SPEED PR                  '],Hardcover,16/10/2018,82,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781681884196,Cooking
['The Ultimate Vegan Cookbook for Your Instant Pot: 80 Easy and Delicious Plant-Based Recipes That You Can Make in Half the Time'],"
Hester,Kathy",33.81,41.29,352,['LITTLE BROWN & CO INC         '],Paperback,19/06/2018,20,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781624143380,Cooking
"['The Keto Diet: The Complete Guide to a High-Fat Diet, with More Than 125 Delectable Recipes and 5 Meal Plans to Shed Weight, Heal You']","
Vogel,Leanne",57.51,67.74,256,['READERS DIGEST CHILDRENS      '],Paperback,11/09/2018,22,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781628600162,Cooking
['The Meateater Fish and Game Cookbook: Recipes and Techniques for Every Hunter and Angler'],"
Rinella,Steven",58.02,68.35,400,['WILLIAM MORROW & CO           '],Hardcover,20/10/2015,56,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780399590078,Cooking
"['The Noma Guide to Fermentation: Including Koji, Kombuchas, Shoyus, Misos, Vinegars, Garums, Lacto-Ferments, and Black Fruits and Vegetables']","
Redzepi,Rene",61.73,72.72,272,['POTTER CLARKSON N             '],Hardcover,23/10/2018,435,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781579657185,Cooking
['Together: Our Community Cookbook'],"
TheHubbCommunityKitchen",26.37,32.21,176,['ROCKRIDGE PR                  '],Hardcover,06/04/2016,100,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781984824080,Cooking
"['Smart Meal Prep for Beginners: Recipes and Weekly Plans for Healthy, Ready-To-Go Meals']","
Amidor,Toby,MSRdCdn",23.85,29.13,256,['POTTER CLARKSON N             '],Paperback,18/09/2018,281,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781641521253,Cooking
"['Vegetarian Indian Cooking with Your Instant Pot: 75 Traditional Recipes That Are Easier, Quicker and Healthier']","
Singh,Manali",32.17,39.28,256,['POTTER CLARKSON N             '],Paperback,25/10/2016,30,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781624146459,Cooking
"[""The Great Minnesota Cookie Book: Award-Winning Recipes from the Star Tribune's Holiday Cookie Contest""]","
Dean,LeeSvitak",36.6,44.7,192,['PAGE STREET PUB               '],Hardcover,18/09/2018,24,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781517905835,Cooking
"['A Man, a Pan, a Plan: 100 Delicious & Nutritious One-Pan Recipes You Can Make Right Now!']","
Kita,Paul",25.15,30.71,222,['W W NORTON & CO INC           '],Paperback,01/10/2009,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781635650044,Cooking
['The Campout Cookbook: Inspired Recipes for Cooking Around the Fire and Under the Stars'],"
Hanel,Marnie",30.81,37.63,320,['HODDER & STROUGHTON           '],Hardcover,13/12/2016,86,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781579657994,Cooking
['Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family'],"
Garten,Ina",53.68,63.23,368,['RUX MARTIN                    '],Hardcover,23/10/2018,25,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780609610664,Cooking
['The Nordic Baking Book'],"
Nilsson,Magnus",81.46,95.95,254,['HOUGHTON MIFFLIN              '],Hardcover,01/08/2006,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780714876849,Cooking
['Christmas with Southern Living 2018: Inspired Ideas for Holiday Cooking and Decorating'],"
TheEditorsofSouthernLiving",52.71,62.09,212,['RODALE PR                     '],Hardcover,07/10/2014,22,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780848755812,Cooking
"['Kitchen Table Wisdom: Stories That Heal, 10th Anniversary Edition']","
Remen,RachelNaomi",24.84,30.34,304,['BLOOMSBURY                    '],Paperback,19/10/2004,14,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781594482090,Cooking
"['Eat Happy: Gluten Free, Grain Free, Low Carb Recipes for a Joyful Life']","
Vocino,Anna",54.48,64.18,224,['BLOOMSBURY                    '],Hardcover,04/06/2013,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781941536889,Cooking
['The Bourbon Bible'],"
Zandona,Eric",33.72,41.18,304,['HARRY N ABRAMS INC            '],Hardcover,09/10/2018,51,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781784724573,Cooking
['Appetites: A Cookbook'],"
Bourdain,Anthony",58.85,69.32,265,['TEN SPEED PR                  '],Hardcover,18/09/2012,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780062409959,Cooking
['The Complete Milk Street TV Show Cookbook (2017-2019): Every Recipe from Every Episode of the Popular TV Show'],"
Kimball,Christopher",69.75,82.16,216,['INSIGHT ED                    '],Hardcover,18/10/2016,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780316415842,Cooking
['The Ultimate Instant Pot Cookbook: 200 Deliciously Simple Recipes for Your Electric Pressure Cooker'],"
Morante,Coco",50.64,59.65,368,['EXPERIMENT                    '],Hardcover,14/08/2012,32,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780399582059,Cooking
['Bread Illustrated: A Step-By-Step Guide to Achieving Bakery-Quality Results at Home'],"
America'sTestKitchen",53.69,63.24,208,['WELDON OWEN                   '],Paperback,04/12/2018,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781940352602,Cooking
['The Autoimmune Paleo Cookbook: An Allergen-Free Approach to Managing Chronic Illness'],"
Trescott,Mickey",55.21,65.04,224,['PAGE STREET PUB               '],Hardcover,10/01/2017,45,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780578135212,Cooking
['Puerto Rican Cookery'],"
Valldejuli,Carmen",38.88,47.48,448,['VICTORY BELT PUB              '],Hardcover,11/04/2017,221,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780882894119,Cooking
['Bosh!: Simple Recipes * Amazing Food * All Plants'],"
Theasby,Ian",44.79,52.76,368,['SPIEGEL & GRAU                '],Hardcover,20/11/2018,31,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780062820686,Cooking
"['Skinnytaste One and Done: 140 No-Fuss Dinners for Your Instant Pot(r), Slow Cooker, Air Fryer, Sheet Pan, Skillet, Dutch Oven, and More']","
Homolka,Gina",50.19,59.12,456,['ARTISAN                       '],Hardcover,16/10/2018,71,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781524762155,Cooking
['Air Fryer Cookbook: 550 Easy and Delicious Air Fryer Recipes for Fast and Healthy Meals (with Nutrition Facts)'],"
Robbins,Amanda",21.89,26.73,128,['POTTER CLARKSON N             '],Paperback,25/09/2018,81,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781719598354,Cooking
"[""Mary Berry's Baking Bible: Over 250 Classic Recipes""]","
Berry,Mary",86.83,102.28,192,['ROCKRIDGE PR                  '],Hardcover,31/07/2018,123,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781846077852,Cooking
['The Little Book of Fika: The Uplifting Daily Ritual of the Swedish Coffee Break'],"
Balslev,Lynda",13.55,16.55,192,['PAGE STREET PUB               '],Hardcover,09/10/2018,31,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781449489847,Cooking
"['Making Artisan Pasta: How to Make a World of Handmade Noodles, Stuffed Pasta, Dumplings, and More']","
Green,Aliza",35.11,42.87,240,['UNIV OF MINNESOTA PR          '],Paperback,09/10/2018,18,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781592537327,Cooking
"['Bread Baking for Beginners: The Essential Guide to Baking Kneaded Breads, No-Knead Breads, and Enriched Breads']","
Ohara,Bonnie",26.03,31.79,176,['RODALE PR                     '],Paperback,24/10/2017,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781641521192,Cooking
['The Ultimate Instant Pot Pressure Cooker Cookbook: 200 Easy Foolproof Recipes'],"
Sanders,Ella",34.7,42.37,224,['ARTISAN                       '],Paperback,29/05/2018,9,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781250156457,Cooking
"['The Minimalist Kitchen: 100 Wholesome Recipes, Essential Tools, and Efficient Techniques']","
Coleman,Melissa",55.07,64.87,240,['POTTER CLARKSON N             '],Hardcover,29/10/2002,15,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780848755263,Cooking
"[""Jim Murray's Whiskey Bible 2019""]","
Murray,Jim",26.84,32.78,576,['PHAIDON PRESS INC.            '],Paperback,15/10/2018,175,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780993298639,Cooking
"[""Gordon Ramsay's Home Cooking: Everything You Need to Know to Make Fabulous Food""]","
Ramsay,Gordon",52.73,62.11,192,['OXMOOR HOUSE INC              '],Hardcover,04/09/2018,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781455525256,Cooking
['Hot for Food Vegan Comfort Classics: 101 Recipes to Feed Your Face'],"
Toyota,Lauren",33.94,41.45,337,['RIVERHEAD                     '],Paperback,01/08/2006,19,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780399580147,Cooking
"['Keto Meal Prep: The Ultimate Keto Meal Prep Guide for Beginners (Weight Loss, Save Time, Eat Healthier & Save Money)']","
Lorenzo,DrMeal",13.1,16.0,288,['HOUGHTON MIFFLIN              '],Paperback,05/06/2018,21,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781719153591,Cooking
['Prison Ramen: Recipes and Stories from Behind Bars'],"
Collins,Clifton",21.57,26.34,416,['HOUGHTON MIFFLIN              '],Paperback,16/10/2018,42,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780761185529,Cooking
"['The Engine 2 Cookbook: More Than 130 Lip-Smacking, Rib-Sticking, Body-Slimming Recipes to Live Plant-Strong']","
Esselstyn,Rip",44.72,52.68,336,['HARPER WAVE                   '],Hardcover,23/10/2018,90,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781455591206,Cooking
"['Veganomicon, 10th Anniversary Edition: The Ultimate Vegan Cookbook']","
Moskowitz,IsaChandra",60.09,70.78,320,['BBC BOOKS                     '],Hardcover,23/09/2014,61,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780738218991,Cooking
"[""Drinking with the Saints: The Sinner's Guide to a Holy Happy Hour""]","
Foley,MichaelP.",56.12,66.11,160,['RUNNING PR BOOK PUBL          '],Hardcover,23/04/2013,116,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781621573265,Cooking
['Keto Instant Pot: 130+ Healthy Low-Carb Recipes for Your Electric Pressure Cooker or Slow Cooker'],"
Emmerich,Maria",54.98,64.77,320,['TEN SPEED PR                  '],Paperback,16/10/2018,82,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781628603286,Cooking
['Cook Beautiful'],"
Calderone,Athena",64.88,76.43,352,['LITTLE BROWN & CO INC         '],Hardcover,19/06/2018,20,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781419726521,Cooking
"['Mediterranean Diet for Beginners: The Complete Guide - 40 Delicious Recipes, 7-Day Diet Meal Plan, and 10 Tips for Success']","
RockridgePress",13.5,16.49,256,['READERS DIGEST CHILDRENS      '],Paperback,11/09/2018,22,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781623151256,Cooking
['The 5-Ingredient Italian Cookbook: 101 Regional Classics Made Simple'],"
Montillo,Francesca",28.35,34.62,400,['WILLIAM MORROW & CO           '],Paperback,20/10/2015,56,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781641523073,Cooking
"['Cork Dork: A Wine-Fueled Adventure Among the Obsessive Sommeliers, Big Bottle Hunters, and Rogue Scientists Who Taught Me to Live']","
Bosker,Bianca",23.07,28.18,272,['POTTER CLARKSON N             '],Paperback,23/10/2018,435,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780143128090,Cooking
['Modern Baking'],"
Hay,Donna",79.42,93.55,176,['ROCKRIDGE PR                  '],Hardcover,06/04/2016,100,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781460756713,Cooking
"[""A Cook's Tour: Global Adventures in Extreme Cuisines""]","
Bourdain,Anthony",20.79,25.39,256,['POTTER CLARKSON N             '],Paperback,18/09/2018,281,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780060012786,Cooking
"[""Joy's Simple Food Remedies: Tasty Cures for Whatever's Ailing You""]","
Bauer,Joy",39.63,48.39,256,['POTTER CLARKSON N             '],Hardcover,25/10/2016,30,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781401955670,Cooking
"['The Shredded Chef: 120 Recipes for Building Muscle, Getting Lean, and Staying Healthy']","
Matthews,Michael",35.29,43.09,192,['PAGE STREET PUB               '],Hardcover,18/09/2018,24,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781938895333,Cooking
"[""Betty Crocker's Picture Cookbook, Facsimile Edition""]","
BettyCrocker",52.19,61.48,222,['W W NORTON & CO INC           '],Spiral,01/10/2009,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780028627717,Cooking
['Prosecco Made Me Do It: 60 Seriously Sparkling Cocktails'],"
Zavatto,Amy",23.95,29.25,320,['HODDER & STROUGHTON           '],Hardcover,13/12/2016,86,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781449492540,Cooking
"[""Weber's New Real Grilling""]","
Purviance,Jamie",44.64,52.58,368,['RUX MARTIN                    '],Paperback,23/10/2018,25,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780376027986,Cooking
"['Pheasant, Quail, Cottontail: Upland Birds and Small Game from Field to Feast']","
Shaw,Hank",52.49,61.83,254,['HOUGHTON MIFFLIN              '],Hardcover,01/08/2006,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780996944816,Cooking
['Fix-It and Forget-It Slow Cooker Diabetic Cookbook: 550 Slow Cooker Favorites--To Include Everyone'],"
Good,Phyllis",36.11,44.1,212,['RODALE PR                     '],Spiral,07/10/2014,22,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781680990775,Cooking
['Six Seasons: A New Way with Vegetables'],"
McFadden,Joshua",58.53,68.94,304,['BLOOMSBURY                    '],Hardcover,19/10/2004,14,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781579656317,Cooking
['Everyday Instant Pot: Great Recipes to Make for Any Meal in Your Electric Pressure Cooker'],"
Mersel,Alexis",43.17,50.85,224,['BLOOMSBURY                    '],Hardcover,04/06/2013,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781681884455,Cooking
['BraveTart: Iconic American Desserts'],"
Parks,Stella",68.58,80.78,304,['HARRY N ABRAMS INC            '],Hardcover,09/10/2018,51,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780393239867,Cooking
"[""Cookie Companion: A Decorator's Guide""]","
Bell,Georgeanne",36.74,44.86,265,['TEN SPEED PR                  '],Hardcover,18/09/2012,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781462116959,Cooking
['Good Housekeeping Air Fryer Cookbook: 70 Delicious Recipes'],"
Westmoreland,Susan",30.02,36.66,216,['INSIGHT ED                    '],Hardcover,18/10/2016,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781618372857,Cooking
"['Cooking That Counts: 1,200- To 1,500-Calorie Meal Plans to Lose Weight Deliciously']","
TheEditorsofCookingLight",36.78,44.91,368,['EXPERIMENT                    '],Paperback,14/08/2012,32,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780848749507,Cooking
['Instant Pot Cookbook: Easy-To-Remember Quick-To-Make 550 Recipes'],"
Jenkins,Bev",21.8,26.63,208,['WELDON OWEN                   '],Paperback,04/12/2018,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781730824760,Cooking
['Japan: The Cookbook'],"
SingletonHachisu,Nancy",79.16,93.25,224,['PAGE STREET PUB               '],Hardcover,10/01/2017,45,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780714874746,Cooking
['The Keto Instant Pot Cookbook: Ketogenic Diet Pressure Cooker Recipes Made Easy and Fast'],"
Pitre,Urvashi",22.87,27.93,448,['VICTORY BELT PUB              '],Paperback,11/04/2017,221,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781641520430,Cooking
"[""Betty Crocker's Cooky Book""]","
Mulvany,Eric",44.96,52.96,368,['SPIEGEL & GRAU                '],Spiral,20/11/2018,31,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780764566370,Cooking
"['The Anti-Inflammatory Kitchen Cookbook: More Than 100 Healing, Low-Histamine, Gluten-Free Recipes']","
Langevin,Leslie",40.58,49.56,456,['ARTISAN                       '],Hardcover,16/10/2018,71,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781454931386,Cooking
"['Between Harlem and Heaven: Afro-Asian-American Cooking for Big Nights, Weeknights, and Every Day']","
Smalls,Alexander",58.62,69.05,128,['POTTER CLARKSON N             '],Hardcover,25/09/2018,81,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781250108715,Cooking
"['Platters and Boards: Beautiful, Casual Spreads for Every Occasion']","
Westerhausen,Shelly",38.37,46.86,192,['ROCKRIDGE PR                  '],Hardcover,31/07/2018,123,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781452164151,Cooking
['The Great British Bake Off: Get Baking for Friends and Family'],"
Hollywood,Paul",48.93,57.64,192,['PAGE STREET PUB               '],Hardcover,09/10/2018,31,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780751574647,Cooking
['The New Wine Rules: A Genuinely Helpful Guide to Everything You Need to Know'],"
Bonne,Jon",20.66,25.23,240,['UNIV OF MINNESOTA PR          '],Hardcover,09/10/2018,18,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780399579806,Cooking
['Joy of Cooking: Joy of Cooking'],"
Rombauer,IrmaS.",60.55,71.32,176,['RODALE PR                     '],Hardcover,24/10/2017,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780743246262,Cooking
['The Whole30 Slow Cooker: 150 Totally Compliant Prep-And-Go Recipes for Your Whole30 -- With Instant Pot Recipes'],"
Hartwig,Melissa",48.82,57.51,224,['ARTISAN                       '],Hardcover,29/05/2018,9,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781328531049,Cooking
['Every Grain of Rice: Simple Chinese Home Cooking'],"
Dunlop,Fuchsia",55.96,65.92,240,['POTTER CLARKSON N             '],Hardcover,29/10/2002,15,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780393089042,Cooking
"[""The Flavor Bible: The Essential Guide to Culinary Creativity, Based on the Wisdom of America's Most Imaginative Chefs""]","
Page,Karen",64.03,75.42,576,['PHAIDON PRESS INC.            '],Hardcover,15/10/2018,175,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780316118408,Cooking
['Mexico: The Cookbook'],"
CarrilloArronte,Margarita",99.46,117.16,192,['OXMOOR HOUSE INC              '],Hardcover,04/09/2018,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780714867526,Cooking
['Good and Cheap: Eat Well on $4/Day'],"
Brown,Leanne",25.23,30.81,337,['RIVERHEAD                     '],Paperback,01/08/2006,19,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780761184997,Cooking
['Eat What You Watch: A Cookbook for Movie Lovers'],"
Rea,Andrew",44.24,52.11,248,['TELEMACHUS PR LLC             '],Hardcover,04/10/2016,493,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780998739953,Cooking
['Wine Folly: Magnum Edition: The Master Guide'],"
Puckette,Madeline",55.04,64.84,224,['OCTOPUS BOOKS USA             '],Hardcover,01/05/2018,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780525533894,Cooking
['The New Artisan Bread in Five Minutes a Day: The Discovery That Revolutionizes Home Baking'],"
Hertzberg,Jeff",58.3,68.68,304,['ECCO                          '],Hardcover,25/10/2016,142,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781250018281,Cooking
['The Zuni Cafe Cookbook: A Compendium of Recipes and Cooking Lessons from San Francisa'],"
Rodgers,Judy",73.89,87.04,464,['LITTLE BROWN & CO INC         '],Hardcover,02/10/2018,55,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780393020434,Cooking
"['Authentic Portuguese Cooking: More Than 185 Classic Mediterranean-Style Recipes of the Azores, Madeira and Continental Portugal']","
Ortins,AnaPatuleia",62.69,73.85,320,['TEN SPEED PR                  '],Hardcover,30/10/2018,110,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781624141942,Cooking
['Junior Baker'],"
WilliamsSonomaTestKitchen",23.71,28.95,432,['AMER TEST KITCHEN             '],Hardcover,06/09/2016,2,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781681882673,Cooking
['Gran Cocina Latina: The Food of Latin America'],"
Presilla,MaricelE.",83.66,98.54,314,['TRESCOTT LLC                  '],Hardcover,13/09/2016,27,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780393050691,Cooking
"[""Saveur: The New Classics Cookbook: More Than 1,000 of the World's Best Recipes for Today's Kitchen""]","
TheEditorsofSaveurMagazine",45.34,53.41,408,['PELICAN PUB CO LA GRETNA      '],Paperback,31/03/1983,17,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781681884271,Cooking
['101 Things to Do with Ramen Noodles'],"
Patrick,Toni",13.72,16.76,288,['WILLIAM MORROW & CO           '],Spiral,01/05/2018,31,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781586857356,Cooking
